activity_id,ActivityLocation,StartTime,EndTime,ActivityDuration(hr),Labelled_SAs,Labelled_Acts
2500,Great Portland Street,8,15,7,W,1
2501,Great Portland Street,8,15,7,W,1
2502,Great Portland Street,6,15,9,W,1
2503,Great Portland Street,7,20,13,W,1
2504,Great Portland Street,6,16,10,W,1
2517,Great Portland Street,6,16,10,W,1
2518,Great Portland Street,6,16,10,W,1
2519,Great Portland Street,6,15,9,W,1
2520,Great Portland Street,8,16,8,W,1
2521,Great Portland Street,7,15,8,W,1
2522,Great Portland Street,6,15,9,W,1
2523,Great Portland Street,6,19,13,W,1
2524,Great Portland Street,6,19,13,W,1
2525,Great Portland Street,6,15,9,W,1
2526,Great Portland Street,6,15,9,W,1
2527,Great Portland Street,10,17,7,W,1
2528,Great Portland Street,7,15,8,W,1
2529,Great Portland Street,6,16,10,W,1
2530,Great Portland Street,6,19,13,W,1
2562,Notting Hill Gate,7,16,9,W,1
2563,Notting Hill Gate,7,17,10,W,1
2564,Notting Hill Gate,7,16,9,W,1
2565,Notting Hill Gate,7,15,8,W,1
2566,Notting Hill Gate,7,16,9,W,1
2567,Notting Hill Gate,7,17,10,W,1
2568,Notting Hill Gate,7,17,10,W,1
2569,Notting Hill Gate,7,17,10,W,1
2579,Bond Street,15,23,8,W,1
2580,Bond Street,12,20,8,W,1
2581,Bond Street,9,17,8,W,1
2582,Bond Street,10,23,13,W,1
2583,Bond Street,12,23,11,W,1
2584,Bond Street,12,23,11,W,1
2585,Bond Street,9,23,14,W,1
2586,Bond Street,13,23,10,W,1
2587,Green Park,8,17,9,W,1
2588,Green Park,8,17,9,W,1
2589,Green Park,8,18,10,W,1
2590,Green Park,8,18,10,W,1
2591,Green Park,8,17,9,W,1
2592,Green Park,7,18,11,W,1
2593,Green Park,7,17,10,W,1
2594,Green Park,8,18,10,W,1
2595,Green Park,8,21,13,W,1
2596,Green Park,8,18,10,W,1
2597,Green Park,7,17,10,W,1
2598,Green Park,8,17,9,W,1
2599,Green Park,8,19,11,W,1
2600,Green Park,8,17,9,W,1
2601,Green Park,8,17,9,W,1
2602,Green Park,8,17,9,W,1
2603,Green Park,6,17,11,W,1
2604,Green Park,8,17,9,W,1
2605,Green Park,8,17,9,W,1
2606,Green Park,8,17,9,W,1
2607,Green Park,8,18,10,W,1
2608,Green Park,8,17,9,W,1
2609,Green Park,7,17,10,W,1
2610,Green Park,7,17,10,W,1
2611,Green Park,8,21,13,W,1
2612,Green Park,8,17,9,W,1
2613,Green Park,8,17,9,W,1
2614,Green Park,8,19,11,W,1
2615,Green Park,8,18,10,W,1
2616,Green Park,8,16,8,W,1
2617,Green Park,8,17,9,W,1
2618,Green Park,8,18,10,W,1
2619,Green Park,8,18,10,W,1
2620,Green Park,8,19,11,W,1
2621,Green Park,8,18,10,W,1
2622,Green Park,8,18,10,W,1
2623,Hanger Lane,9,17,8,W,1
2624,Hanger Lane,9,16,7,W,1
2625,Hanger Lane,9,18,9,W,1
2626,Hanger Lane,9,17,8,W,1
2627,Hanger Lane,9,17,8,W,1
2628,Hanger Lane,9,17,8,W,1
2629,Hanger Lane,9,18,9,W,1
2630,Hanger Lane,8,17,9,W,1
2631,Hanger Lane,9,17,8,W,1
2632,Hanger Lane,9,17,8,W,1
2681,Ilford,8,18,10,W,1
2682,Ilford,8,18,10,W,1
2683,Ilford,8,18,10,W,1
2684,Ilford,8,18,10,W,1
2685,Ilford,8,17,9,W,1
2686,Ilford,7,18,11,W,1
2687,Ilford,8,18,10,W,1
2688,Ilford,7,18,11,W,1
2689,Ilford,8,18,10,W,1
2690,Ilford,8,18,10,W,1
2691,Ilford,7,21,14,W,1
2692,Ilford,8,18,10,W,1
2693,Bond Street,10,20,10,W,1
2694,Bond Street,12,23,11,W,1
2695,Bond Street,11,19,8,W,1
2696,Bond Street,11,22,11,W,1
2697,Bond Street,10,21,11,W,1
2698,Bond Street,12,22,10,W,1
2699,Bond Street,11,19,8,W,1
2700,Bond Street,10,20,10,W,1
2701,Bond Street,9,18,9,W,1
2702,Bond Street,10,22,12,W,1
2703,Bond Street,7,17,10,W,1
2704,Bond Street,10,20,10,W,1
2705,Bond Street,10,19,9,W,1
2706,Bond Street,9,19,10,W,1
2707,Bond Street,12,23,11,W,1
2708,Clapham Junction,7,13,6,W,1
2709,Clapham Junction,7,15,8,W,1
2710,Clapham Junction,7,15,8,W,1
2711,Clapham Junction,7,14,7,W,1
2712,Clapham Junction,7,15,8,W,1
2713,Clapham Junction,7,17,10,W,1
2714,Clapham Junction,7,16,9,W,1
2715,Clapham Junction,7,15,8,W,1
2716,Clapham Junction,7,15,8,W,1
2717,Clapham Junction,7,15,8,W,1
2718,Clapham Junction,7,16,9,W,1
2719,Clapham Junction,7,15,8,W,1
2720,Clapham Junction,7,15,8,W,1
2721,Clapham Junction,7,15,8,W,1
2722,Clapham Junction,7,16,9,W,1
2723,Clapham Junction,20,18,22,W,1
2724,Clapham Junction,20,18,22,W,1
2725,Clapham Junction,20,18,22,W,1
2726,Clapham Junction,18,18,0,W,1
2727,Clapham Junction,18,18,0,W,1
2728,Clapham Junction,18,18,0,W,1
2729,Clapham Junction,18,18,0,W,1
2730,Clapham Junction,18,18,0,W,1
2731,Clapham Junction,18,18,0,W,1
2732,Clapham Junction,18,18,0,W,1
2733,Clapham Junction,18,18,0,W,1
2734,Clapham Junction,18,18,0,W,1
2735,Clapham Junction,18,18,0,W,1
2736,Dalston Kingsland,18,18,0,W,1
2737,Dalston Kingsland,18,18,0,W,1
2738,Dalston Kingsland,18,18,0,W,1
2739,Dalston Kingsland,18,18,0,W,1
2740,Dalston Kingsland,18,18,0,W,1
2741,Dalston Kingsland,18,18,0,W,1
2742,Dalston Kingsland,18,18,0,W,1
2743,Dalston Kingsland,8,17,9,W,1
2744,Dalston Kingsland,8,17,9,W,1
2745,Dalston Kingsland,8,17,9,W,1
2746,Dalston Kingsland,8,17,9,W,1
2747,Dalston Kingsland,8,17,9,W,1
2748,Dalston Kingsland,8,17,9,W,1
2749,Dalston Kingsland,8,17,9,W,1
2750,Dalston Kingsland,8,17,9,W,1
2751,Dalston Kingsland,8,17,9,W,1
2752,Dalston Kingsland,8,17,9,W,1
2753,Dalston Kingsland,8,17,9,W,1
2754,Dalston Kingsland,8,17,9,W,1
2755,Dalston Kingsland,7,17,10,W,1
2756,Dalston Kingsland,8,17,9,W,1
2757,Dalston Kingsland,8,17,9,W,1
2758,Dalston Kingsland,8,17,9,W,1
2759,Dalston Kingsland,8,17,9,W,1
2760,Dalston Kingsland,8,17,9,W,1
2761,Dalston Kingsland,8,17,9,W,1
2762,Dalston Kingsland,8,17,9,W,1
2763,Dalston Kingsland,8,17,9,W,1
2764,Dalston Kingsland,8,17,9,W,1
2765,Dalston Kingsland,8,17,9,W,1
2766,Dalston Kingsland,8,17,9,W,1
2767,Dalston Kingsland,7,17,10,W,1
2768,Dalston Kingsland,7,17,10,W,1
2769,Dalston Kingsland,7,17,10,W,1
2770,Dalston Kingsland,7,17,10,W,1
2771,Dalston Kingsland,8,17,9,W,1
2772,Dalston Kingsland,8,17,9,W,1
2773,Dalston Kingsland,8,17,9,W,1
2774,Dalston Kingsland,7,17,10,W,1
2775,Richmond,9,15,6,W,1
2776,Richmond,8,16,8,W,1
2777,Richmond,9,16,7,W,1
2778,Richmond,9,16,7,W,1
2779,Richmond,9,16,7,W,1
2780,Richmond,9,15,6,W,1
2781,Richmond,9,16,7,W,1
2782,Richmond,9,15,6,W,1
2783,Richmond,9,16,7,W,1
2784,Richmond,10,16,6,W,1
2785,Richmond,9,16,7,W,1
2786,Richmond,9,16,7,W,1
2787,Moorgate,9,17,8,W,1
2788,Moorgate,8,17,9,W,1
2789,Moorgate,9,17,8,W,1
2790,Moorgate,9,16,7,W,1
2791,Moorgate,9,15,6,W,1
2792,Moorgate,8,17,9,W,1
2793,Moorgate,9,16,7,W,1
2794,Moorgate,9,22,13,W,1
2795,Bond Street,11,20,9,W,1
2796,Bond Street,11,20,9,W,1
2797,Bond Street,11,18,7,W,1
2798,Bond Street,10,18,8,W,1
2799,Bond Street,11,18,7,W,1
2800,Bond Street,9,18,9,W,1
2801,Bond Street,9,19,10,W,1
2802,Bond Street,11,18,7,W,1
2803,Bond Street,11,21,10,W,1
2804,Bond Street,11,21,10,W,1
2805,Bond Street,12,21,9,W,1
2806,Bond Street,12,22,10,W,1
2807,Bond Street,11,21,10,W,1
2808,Bond Street,11,21,10,W,1
2809,Bond Street,11,21,10,W,1
2845,Queensway,7,19,12,W,1
2846,Queensway,8,19,11,W,1
2847,Queensway,12,18,6,W,1
2848,Queensway,13,20,7,W,1
2849,Queensway,12,19,7,W,1
2850,Queensway,12,18,6,W,1
2851,Queensway,12,20,8,W,1
2852,Queensway,12,19,7,W,1
2853,Queensway,12,19,7,W,1
2854,Queensway,12,19,7,W,1
2855,Queensway,12,18,6,W,1
2856,Queensway,12,18,6,W,1
2857,Queensway,12,18,6,W,1
2858,Queensway,13,19,6,W,1
2859,Queensway,12,19,7,W,1
2860,Queensway,12,19,7,W,1
2861,Queensway,12,19,7,W,1
2862,Queensway,12,20,8,W,1
2863,Queensway,12,18,6,W,1
2864,Queensway,12,18,6,W,1
2865,Queensway,7,14,7,W,1
2866,Angel,8,17,9,W,1
2867,Angel,8,17,9,W,1
2868,Angel,8,17,9,W,1
2869,Angel,8,17,9,W,1
2870,Angel,8,17,9,W,1
2871,Angel,9,19,10,W,1
2872,Angel,8,17,9,W,1
2873,Angel,8,17,9,W,1
2874,Angel,8,17,9,W,1
2875,Angel,9,17,8,W,1
2876,Angel,8,17,9,W,1
2877,Angel,8,18,10,W,1
2878,Angel,8,17,9,W,1
2879,Angel,8,17,9,W,1
2880,Angel,8,17,9,W,1
2881,Angel,8,17,9,W,1
2882,Angel,8,18,10,W,1
2883,Angel,8,17,9,W,1
2884,Angel,8,17,9,W,1
2885,Angel,8,17,9,W,1
2886,Angel,8,17,9,W,1
2887,Angel,7,17,10,W,1
2888,Angel,8,17,9,W,1
2889,Angel,7,17,10,W,1
2890,Angel,8,17,9,W,1
2891,Angel,8,18,10,W,1
2892,Angel,8,16,8,W,1
2893,Angel,8,17,9,W,1
2894,Angel,8,17,9,W,1
2895,Angel,8,17,9,W,1
2896,Angel,7,17,10,W,1
2897,Angel,8,17,9,W,1
2898,Angel,8,17,9,W,1
2899,Angel,8,19,11,W,1
2900,Angel,8,17,9,W,1
2901,Angel,8,19,11,W,1
2902,Angel,8,16,8,W,1
2903,Harold Wood,15,21,6,W,1
2904,Harold Wood,8,15,7,W,1
2905,Harold Wood,8,14,6,W,1
2906,Harold Wood,8,15,7,W,1
2907,Harold Wood,9,15,6,W,1
2908,Harold Wood,9,15,6,W,1
2909,Covent Garden,8,17,9,W,1
2910,Covent Garden,9,17,8,W,1
2911,Covent Garden,8,18,10,W,1
2912,Covent Garden,9,16,7,W,1
2913,Covent Garden,9,18,9,W,1
2914,Covent Garden,9,18,9,W,1
2915,Covent Garden,9,18,9,W,1
2916,Covent Garden,9,17,8,W,1
2917,Covent Garden,9,17,8,W,1
2918,Covent Garden,8,18,10,W,1
2919,Covent Garden,9,16,7,W,1
2920,Covent Garden,9,17,8,W,1
2956,Fulham Broadway,8,18,10,W,1
2957,Fulham Broadway,8,18,10,W,1
2958,Fulham Broadway,8,19,11,W,1
2959,Fulham Broadway,8,17,9,W,1
2960,Fulham Broadway,8,18,10,W,1
2961,Fulham Broadway,8,17,9,W,1
2962,Fulham Broadway,8,14,6,W,1
2963,Fulham Broadway,8,18,10,W,1
2964,Fulham Broadway,8,17,9,W,1
2965,Fulham Broadway,8,17,9,W,1
2966,Fulham Broadway,8,17,9,W,1
2967,Fulham Broadway,8,17,9,W,1
2968,Fulham Broadway,8,18,10,W,1
2969,Fulham Broadway,8,18,10,W,1
2970,Fulham Broadway,8,18,10,W,1
2971,Fulham Broadway,8,17,9,W,1
2972,Fulham Broadway,8,14,6,W,1
2973,Fulham Broadway,8,17,9,W,1
2974,Fulham Broadway,8,17,9,W,1
2975,Fulham Broadway,8,17,9,W,1
2976,Fulham Broadway,8,18,10,W,1
2977,Fulham Broadway,8,18,10,W,1
2978,Fulham Broadway,8,18,10,W,1
2979,Fulham Broadway,7,14,7,W,1
2991,South Kensington,7,15,8,W,1
2992,South Kensington,7,15,8,W,1
2993,South Kensington,7,16,9,W,1
2994,South Kensington,7,16,9,W,1
2995,South Kensington,7,16,9,W,1
2996,South Kensington,7,14,7,W,1
2997,Great Portland Street,10,17,7,W,1
2998,Great Portland Street,12,18,6,W,1
2999,Great Portland Street,11,17,6,W,1
3000,Great Portland Street,11,17,6,W,1
3001,Monument,9,17,8,W,1
3002,Monument,9,17,8,W,1
3003,Monument,9,17,8,W,1
3004,Monument,9,17,8,W,1
3005,Monument,9,18,9,W,1
3006,Monument,9,17,8,W,1
3007,Monument,9,17,8,W,1
3008,Monument,9,17,8,W,1
3009,Monument,9,17,8,W,1
3010,Monument,9,17,8,W,1
3011,Monument,9,17,8,W,1
3012,Monument,9,17,8,W,1
3013,Monument,8,17,9,W,1
3014,Monument,9,17,8,W,1
3015,Monument,9,17,8,W,1
3016,Monument,9,17,8,W,1
3017,Monument,9,17,8,W,1
3018,Monument,9,18,9,W,1
3019,Monument,9,17,8,W,1
3020,Monument,9,17,8,W,1
3021,Monument,9,17,8,W,1
3022,Monument,9,17,8,W,1
3023,Monument,9,17,8,W,1
3024,Monument,9,17,8,W,1
3025,Monument,9,17,8,W,1
3026,Monument,9,17,8,W,1
3027,Monument,9,17,8,W,1
3028,Monument,9,18,9,W,1
3029,Monument,9,17,8,W,1
3030,Monument,9,17,8,W,1
3031,Monument,9,17,8,W,1
3032,Monument,9,17,8,W,1
3036,Mansion House,11,17,6,W,1
3037,Mansion House,8,17,9,W,1
3038,Mansion House,8,17,9,W,1
3039,Mansion House,7,16,9,W,1
3040,Mansion House,10,16,6,W,1
3041,Mansion House,8,16,8,W,1
3042,Mansion House,8,15,7,W,1
3092,Chancery Lane,10,18,8,W,1
3093,Chancery Lane,9,16,7,W,1
3094,Chancery Lane,9,16,7,W,1
3095,Chancery Lane,9,17,8,W,1
3096,Tottenham Court Road,10,19,9,W,1
3097,Tottenham Court Road,10,18,8,W,1
3098,Tottenham Court Road,10,21,11,W,1
3099,Tottenham Court Road,9,17,8,W,1
3100,Tottenham Court Road,11,18,7,W,1
3101,Tottenham Court Road,10,18,8,W,1
3102,Tottenham Court Road,10,18,8,W,1
3103,Tottenham Court Road,9,19,10,W,1
3104,Tottenham Court Road,10,19,9,W,1
3136,Angel,8,17,9,W,1
3137,Angel,9,17,8,W,1
3138,Angel,9,17,8,W,1
3139,Angel,8,16,8,W,1
3140,Angel,8,17,9,W,1
3141,Angel,8,17,9,W,1
3142,Angel,8,19,11,W,1
3143,Angel,8,17,9,W,1
3144,Angel,8,17,9,W,1
3145,Angel,8,21,13,W,1
3146,Angel,8,17,9,W,1
3147,Angel,8,18,10,W,1
3181,Euston Square,9,19,10,W,1
3182,Euston Square,9,20,11,W,1
3183,Euston Square,9,18,9,W,1
3184,Euston Square,9,18,9,W,1
3185,Euston Square,9,18,9,W,1
3186,Euston Square,9,18,9,W,1
3187,Euston Square,8,18,10,W,1
3188,Euston Square,9,19,10,W,1
3189,Euston Square,9,18,9,W,1
3190,Euston Square,9,19,10,W,1
3191,Bond Street,8,18,10,W,1
3192,Bond Street,11,21,10,W,1
3193,Bond Street,10,19,9,W,1
3194,Bond Street,8,18,10,W,1
3195,Bond Street,11,21,10,W,1
3196,Bond Street,11,21,10,W,1
3197,Bond Street,7,16,9,W,1
3198,Bond Street,7,16,9,W,1
3199,Bond Street,7,14,7,W,1
3200,Bond Street,7,16,9,W,1
3201,Bond Street,13,22,9,W,1
3202,Bond Street,9,17,8,W,1
3203,Bond Street,12,21,9,W,1
3204,Bond Street,7,16,9,W,1
3205,Bond Street,7,16,9,W,1
3206,Bond Street,7,16,9,W,1
3207,Bond Street,7,16,9,W,1
3208,Bond Street,12,21,9,W,1
3209,Bond Street,7,16,9,W,1
3210,Bond Street,8,17,9,W,1
3211,Bond Street,7,16,9,W,1
3212,Bond Street,12,21,9,W,1
3213,Bond Street,7,15,8,W,1
3214,Bond Street,7,16,9,W,1
3215,Bond Street,7,16,9,W,1
3216,Bond Street,13,22,9,W,1
3217,Bond Street,7,16,9,W,1
3218,Bond Street,7,17,10,W,1
3219,Bond Street,7,17,10,W,1
3220,Bond Street,13,22,9,W,1
3221,Bond Street,7,16,9,W,1
3222,Bond Street,13,22,9,W,1
3223,Bond Street,7,17,10,W,1
3224,Bond Street,7,18,11,W,1
3225,Bond Street,7,16,9,W,1
3226,Bond Street,7,16,9,W,1
3227,Bond Street,7,16,9,W,1
3228,Camden Town,9,21,12,W,1
3229,Camden Town,16,23,7,W,1
3230,Camden Town,16,23,7,W,1
3231,Camden Town,8,22,14,W,1
3232,Camden Town,10,22,12,W,1
3233,Camden Town,10,22,12,W,1
3234,Camden Town,11,17,6,W,1
3235,Camden Town,16,22,6,W,1
3236,Camden Town,15,23,8,W,1
3237,Camden Town,11,23,12,W,1
3238,Camden Town,16,22,6,W,1
3239,Camden Town,10,23,13,W,1
3240,Camden Town,10,23,13,W,1
3241,Camden Town,9,17,8,W,1
3242,Camden Town,16,22,6,W,1
3243,Camden Town,10,22,12,W,1
3244,Notting Hill Gate,9,18,9,W,1
3245,Notting Hill Gate,9,19,10,W,1
3246,Notting Hill Gate,9,18,9,W,1
3247,Notting Hill Gate,9,18,9,W,1
3248,Notting Hill Gate,9,18,9,W,1
3249,Notting Hill Gate,9,18,9,W,1
3250,Notting Hill Gate,9,18,9,W,1
3251,Notting Hill Gate,9,19,10,W,1
3252,Notting Hill Gate,9,18,9,W,1
3253,Notting Hill Gate,9,22,13,W,1
3254,Notting Hill Gate,9,18,9,W,1
3255,Notting Hill Gate,9,19,10,W,1
3256,Notting Hill Gate,9,18,9,W,1
3257,Notting Hill Gate,9,18,9,W,1
3258,Notting Hill Gate,9,18,9,W,1
3259,Notting Hill Gate,9,18,9,W,1
3260,Notting Hill Gate,9,18,9,W,1
3261,Notting Hill Gate,9,15,6,W,1
3262,Notting Hill Gate,9,18,9,W,1
3263,Notting Hill Gate,9,19,10,W,1
3264,Notting Hill Gate,9,18,9,W,1
3265,Notting Hill Gate,9,18,9,W,1
3266,Notting Hill Gate,13,19,6,W,1
3267,Notting Hill Gate,9,19,10,W,1
3268,Notting Hill Gate,9,18,9,W,1
3269,Notting Hill Gate,9,19,10,W,1
3270,Notting Hill Gate,9,18,9,W,1
3271,Notting Hill Gate,10,16,6,W,1
3272,Notting Hill Gate,11,19,8,W,1
3273,Notting Hill Gate,9,16,7,W,1
3274,Notting Hill Gate,9,18,9,W,1
3275,Notting Hill Gate,9,18,9,W,1
3276,Notting Hill Gate,9,17,8,W,1
3324,Stratford,11,18,7,W,1
3325,Stratford,10,19,9,W,1
3326,Stratford,11,18,7,W,1
3327,Stratford,11,18,7,W,1
3328,Stratford,9,18,9,W,1
3329,Stratford,10,18,8,W,1
3342,Camden Town,11,21,10,W,1
3343,Camden Town,8,18,10,W,1
3344,Camden Town,11,21,10,W,1
3345,Camden Town,11,21,10,W,1
3346,Camden Town,9,20,11,W,1
3347,Camden Town,10,18,8,W,1
3348,Camden Town,11,21,10,W,1
3349,Camden Town,9,19,10,W,1
3350,Camden Town,6,16,10,W,1
3351,Camden Town,11,21,10,W,1
3352,Camden Town,11,21,10,W,1
3353,Camden Town,12,21,9,W,1
3354,Camden Town,9,19,10,W,1
3355,Camden Town,8,17,9,W,1
3356,Camden Town,11,21,10,W,1
3357,Camden Town,7,17,10,W,1
3358,Camden Town,13,21,8,W,1
3359,Camden Town,11,21,10,W,1
3360,Camden Town,6,17,11,W,1
3361,Camden Town,7,19,12,W,1
3362,Camden Town,11,20,9,W,1
3363,Camden Town,11,21,10,W,1
3364,Camden Town,9,19,10,W,1
3365,Camden Town,11,21,10,W,1
3366,Camden Town,11,21,10,W,1
3367,Camden Town,7,17,10,W,1
3368,Camden Town,10,19,9,W,1
3369,Camden Town,12,21,9,W,1
3370,Temple,8,17,9,W,1
3371,Temple,8,17,9,W,1
3372,Temple,8,17,9,W,1
3373,Temple,8,17,9,W,1
3374,Temple,8,17,9,W,1
3375,Kilburn,16,23,7,W,1
3376,Kilburn,14,23,9,W,1
3377,Kilburn,13,23,10,W,1
3378,Tottenham Hale,8,14,6,W,1
3379,Tottenham Hale,9,16,7,W,1
3380,Tottenham Hale,8,15,7,W,1
3381,Tottenham Hale,9,17,8,W,1
3382,East Ham,11,17,6,W,1
3383,East Ham,8,14,6,W,1
3384,East Ham,9,17,8,W,1
3385,East Ham,15,21,6,W,1
3386,Clapham Junction,11,17,6,W,1
3387,Clapham Junction,7,14,7,W,1
3388,Clapham Junction,7,14,7,W,1
3389,Clapham Junction,7,14,7,W,1
3390,Clapham Junction,11,17,6,W,1
3391,Clapham Junction,7,14,7,W,1
3392,Clapham Junction,11,17,6,W,1
3393,Clapham Junction,7,14,7,W,1
3394,Piccadilly Circus,17,23,6,W,1
3395,Piccadilly Circus,10,16,6,W,1
3396,Piccadilly Circus,13,23,10,W,1
3397,Piccadilly Circus,9,17,8,W,1
3398,Piccadilly Circus,8,21,13,W,1
3399,Piccadilly Circus,11,23,12,W,1
3400,Piccadilly Circus,11,21,10,W,1
3401,Piccadilly Circus,11,23,12,W,1
3402,Piccadilly Circus,10,17,7,W,1
3403,Piccadilly Circus,10,18,8,W,1
3404,Piccadilly Circus,10,23,13,W,1
3405,Piccadilly Circus,10,17,7,W,1
3406,Piccadilly Circus,10,16,6,W,1
3407,Chancery Lane,8,20,12,W,1
3408,Chancery Lane,8,20,12,W,1
3409,Chancery Lane,8,19,11,W,1
3410,Chancery Lane,8,18,10,W,1
3411,Chancery Lane,8,21,13,W,1
3412,Chancery Lane,8,16,8,W,1
3413,Chancery Lane,8,20,12,W,1
3414,Chancery Lane,8,19,11,W,1
3415,Chancery Lane,8,18,10,W,1
3416,Chancery Lane,8,21,13,W,1
3417,Chancery Lane,8,18,10,W,1
3418,Chancery Lane,8,17,9,W,1
3419,Chancery Lane,8,20,12,W,1
3420,Chancery Lane,8,20,12,W,1
3421,Chancery Lane,8,20,12,W,1
3422,Chancery Lane,8,20,12,W,1
3423,Chancery Lane,8,18,10,W,1
3424,Chancery Lane,8,20,12,W,1
3425,Chancery Lane,11,22,11,W,1
3426,Chancery Lane,8,20,12,W,1
3427,Chancery Lane,8,19,11,W,1
3428,Chancery Lane,8,20,12,W,1
3429,Chancery Lane,8,18,10,W,1
3430,Chancery Lane,8,17,9,W,1
3431,Chancery Lane,8,20,12,W,1
3432,Chancery Lane,8,18,10,W,1
3433,Chancery Lane,14,21,7,W,1
3434,Farringdon,8,17,9,W,1
3435,Farringdon,8,17,9,W,1
3436,Farringdon,8,16,8,W,1
3437,Farringdon,8,17,9,W,1
3438,Farringdon,8,17,9,W,1
3439,Farringdon,8,17,9,W,1
3440,Farringdon,8,17,9,W,1
3441,Farringdon,9,17,8,W,1
3442,Farringdon,8,16,8,W,1
3443,Farringdon,8,17,9,W,1
3444,Farringdon,8,17,9,W,1
3445,Farringdon,8,17,9,W,1
3446,Farringdon,8,17,9,W,1
3447,Farringdon,8,17,9,W,1
3448,Farringdon,8,17,9,W,1
3449,Farringdon,8,17,9,W,1
3450,Farringdon,9,18,9,W,1
3451,Farringdon,8,18,10,W,1
3452,Farringdon,9,18,9,W,1
3453,Farringdon,9,18,9,W,1
3454,Farringdon,9,18,9,W,1
3455,Farringdon,9,18,9,W,1
3456,Farringdon,9,18,9,W,1
3457,Farringdon,9,17,8,W,1
3458,Farringdon,9,17,8,W,1
3459,Farringdon,9,17,8,W,1
3460,Farringdon,9,18,9,W,1
3461,Farringdon,9,18,9,W,1
3462,Farringdon,9,18,9,W,1
3463,Farringdon,9,18,9,W,1
3464,Farringdon,9,18,9,W,1
3465,Farringdon,9,17,8,W,1
3466,Farringdon,9,18,9,W,1
3467,Farringdon,9,18,9,W,1
3468,Farringdon,9,18,9,W,1
3469,Farringdon,9,18,9,W,1
3470,Farringdon,9,17,8,W,1
3471,Farringdon,9,17,8,W,1
3472,Farringdon,9,17,8,W,1
3473,Farringdon,9,18,9,W,1
3474,Farringdon,9,18,9,W,1
3475,Farringdon,9,17,8,W,1
3476,Bermondsey,6,17,11,W,1
3477,Bermondsey,6,17,11,W,1
3478,Bermondsey,6,18,12,W,1
3479,Bermondsey,6,17,11,W,1
3480,Bermondsey,6,17,11,W,1
3481,Bermondsey,7,13,6,W,1
3482,Bermondsey,6,18,12,W,1
3483,Bermondsey,6,18,12,W,1
3484,Bermondsey,6,17,11,W,1
3485,Bermondsey,6,17,11,W,1
3486,Bermondsey,6,17,11,W,1
3487,Bermondsey,6,17,11,W,1
3488,Bermondsey,6,17,11,W,1
3489,Bermondsey,6,17,11,W,1
3490,Bermondsey,6,17,11,W,1
3491,Bermondsey,7,13,6,W,1
3492,Bermondsey,6,17,11,W,1
3493,Bermondsey,6,17,11,W,1
3494,Bermondsey,6,17,11,W,1
3495,Bermondsey,6,17,11,W,1
3496,Bermondsey,6,17,11,W,1
3497,Bermondsey,7,15,8,W,1
3498,Bermondsey,6,17,11,W,1
3499,Bermondsey,6,17,11,W,1
3500,Bermondsey,6,17,11,W,1
3501,Bermondsey,6,17,11,W,1
3502,Bermondsey,6,17,11,W,1
3503,Bermondsey,6,17,11,W,1
3504,Bermondsey,6,17,11,W,1
3505,Bermondsey,6,17,11,W,1
3506,Bermondsey,6,15,9,W,1
3507,Bermondsey,6,17,11,W,1
3508,Bermondsey,7,13,6,W,1
3509,Bermondsey,6,17,11,W,1
3510,Bermondsey,6,17,11,W,1
3511,Bermondsey,6,17,11,W,1
3512,Bermondsey,7,17,10,W,1
3513,Bermondsey,6,17,11,W,1
3514,Bermondsey,6,17,11,W,1
3515,Bermondsey,6,17,11,W,1
3516,Bermondsey,6,17,11,W,1
3517,Bermondsey,6,17,11,W,1
3534,Tottenham Court Road,11,18,7,W,1
3535,Tottenham Court Road,8,18,10,W,1
3536,Tottenham Court Road,10,17,7,W,1
3537,Tottenham Court Road,8,18,10,W,1
3538,Tottenham Court Road,11,23,12,W,1
3539,Tottenham Court Road,9,19,10,W,1
3540,Tottenham Court Road,9,19,10,W,1
3541,Tottenham Court Road,8,22,14,W,1
3542,Tottenham Court Road,8,21,13,W,1
3543,Tottenham Court Road,8,19,11,W,1
3544,Tottenham Court Road,11,18,7,W,1
3545,Tottenham Court Road,9,20,11,W,1
3546,Tottenham Court Road,9,18,9,W,1
3547,Tottenham Court Road,9,21,12,W,1
3548,Tottenham Court Road,8,22,14,W,1
3549,Tottenham Court Road,9,17,8,W,1
3550,Stockwell,8,17,9,W,1
3551,Stockwell,8,17,9,W,1
3552,Stockwell,8,17,9,W,1
3553,Stockwell,8,16,8,W,1
3554,Stockwell,8,22,14,W,1
3555,Stockwell,8,18,10,W,1
3556,Stockwell,8,17,9,W,1
3557,Stockwell,8,18,10,W,1
3558,Stockwell,8,17,9,W,1
3559,Stockwell,8,17,9,W,1
3560,Stockwell,8,17,9,W,1
3561,Stockwell,22,7,9,W,1
3562,Stockwell,8,17,9,W,1
3563,Stockwell,8,17,9,W,1
3564,Stockwell,8,17,9,W,1
3565,Stockwell,8,19,11,W,1
3566,Stockwell,8,21,13,W,1
3567,Stockwell,7,17,10,W,1
3568,Monument,8,18,10,W,1
3569,Monument,8,17,9,W,1
3570,Monument,8,18,10,W,1
3571,Monument,8,19,11,W,1
3572,Monument,8,17,9,W,1
3573,Monument,8,18,10,W,1
3574,Monument,22,7,9,W,1
3575,Monument,9,17,8,W,1
3576,Monument,12,18,6,W,1
3577,Monument,8,18,10,W,1
